id,occupation_ru,occupation_es,title_full_es,municipio,provincia,date,date_iso,sector,sector_es,url
032026006578,,Ayudantes de camareros/as,Ayudantes de camareros/as (ref: 6578),Aviles,Asturias,21/09/2026,2026-09-21,TH,Turismo y hostelería,https://www.sistemanacionalempleo.es/OfertaDifusionWEB/detalleOferta.do?modo=inicio&id=032026006578&ret=B
032026006603,,Docente de formación profesional rama sanitaria,Docente de formación profesional rama sanitaria (ref: 6603),Aviles,Asturias,11/09/2026,2026-09-11,DO,Docencia e investigación,https://www.sistemanacionalempleo.es/OfertaDifusionWEB/detalleOferta.do?modo=inicio&id=032026006603&ret=B
032026006793,,Formador/a en montaje de andamios,Formador/a en montaje de andamios (ref: 6793),Aviles,Asturias,21/09/2026,2026-09-21,DO,Docencia e investigación,https://www.sistemanacionalempleo.es/OfertaDifusionWEB/detalleOferta.do?modo=inicio&id=032026006793&ret=B
032026006668,,Mecánico/a naval,Mecánico/a naval (ref: 6668),Aviles,Asturias,15/09/2026,2026-09-15,TC,Transportes y comunicaciones,https://www.sistemanacionalempleo.es/OfertaDifusionWEB/detalleOferta.do?modo=inicio&id=032026006668&ret=B
032026006681,,Monitor/a campamento para cee y técnico/a en atención sociosanitaria ref,Monitor/a campamento para cee y técnico/a en atención sociosanitaria ref(6681),Aviles,Asturias,16/09/2026,2026-09-16,SP,Servicios a la comunidad y personales,https://www.sistemanacionalempleo.es/OfertaDifusionWEB/detalleOferta.do?modo=inicio&id=032026006681&ret=B
032026006767,,Profesor/a de apoyo a estudios postobligatorios,Profesor/a de apoyo a estudios postobligatorios (ref. 6767),Aviles,Asturias,21/09/2026,2026-09-21,DO,Docencia e investigación,https://www.sistemanacionalempleo.es/OfertaDifusionWEB/detalleOferta.do?modo=inicio&id=032026006767&ret=B
032026006680,,"monitor/a deportivo/a para ""muévete por tu salud""","1 puesto de monitor/a deportivo/a para ""muévete por tu salud"" (ref: 6680)",Aviles,Asturias,15/09/2026,2026-09-15,SP,Servicios a la comunidad y personales,https://www.sistemanacionalempleo.es/OfertaDifusionWEB/detalleOferta.do?modo=inicio&id=032026006680&ret=B
032026006606,,puestos conductor/a operador/a grúa móvil,2 puestos conductor/a operador/a grúa móvil (ref:6606),Aviles,Asturias,11/09/2026,2026-09-11,TC,Transportes y comunicaciones,https://www.sistemanacionalempleo.es/OfertaDifusionWEB/detalleOferta.do?modo=inicio&id=032026006606&ret=B
032026006407,Водитель грузового автомобиля - оператор погрузчика,Conductor/a de camión - carretillero,Conductor/a de camión - carretillero (ref: 6407),Aviles,Asturias,01/09/2026,2026-09-01,TC,Transportes y comunicaciones,https://www.sistemanacionalempleo.es/OfertaDifusionWEB/detalleOferta.do?modo=inicio&id=032026006407&ret=B
032026006761,Горничная,Camarero/a de pisos,Camarero/a de pisos (ref: 6761),Aviles,Asturias,18/09/2026,2026-09-18,TH,Turismo y hostelería,https://www.sistemanacionalempleo.es/OfertaDifusionWEB/detalleOferta.do?modo=inicio&id=032026006761&ret=B
032026005883,Инвалиды обслуживающего персонала,Operarios/as de mantenimiento con discapacidad,Operarios/as de mantenimiento con discapacidad ( ref. 5883 ),Aviles,Asturias,05/08/2026,2026-08-05,MR,Mantenimiento y reparación,https://www.sistemanacionalempleo.es/OfertaDifusionWEB/detalleOferta.do?modo=inicio&id=032026005883&ret=B
032026006585,Каменщик,Albañil,Albañil (ref: 6585),Aviles,Asturias,10/09/2026,2026-09-10,EO,Edificación y obras públicas,https://www.sistemanacionalempleo.es/OfertaDifusionWEB/detalleOferta.do?modo=inicio&id=032026006585&ret=B
032026006573,Коммерческие консультанты по телекоммуникациям,Asesores/as comerciales de telecomunicaciones,Asesores/as comerciales de telecomunicaciones (ref: 6573),Aviles,Asturias,10/09/2026,2026-09-10,CC,Comercio,https://www.sistemanacionalempleo.es/OfertaDifusionWEB/detalleOferta.do?modo=inicio&id=032026006573&ret=B
032026006572,Коммерческие консультанты по энергетике,Asesores/as comerciales energéticos,Asesores/as comerciales energéticos (ref: 6572),Aviles,Asturias,10/09/2026,2026-09-10,CC,Comercio,https://www.sistemanacionalempleo.es/OfertaDifusionWEB/detalleOferta.do?modo=inicio&id=032026006572&ret=B
032026006611,Косметолог,Esteticista,Esteticista ( ref: 6611),Aviles,Asturias,11/09/2026,2026-09-11,SP,Servicios a la comunidad y personales,https://www.sistemanacionalempleo.es/OfertaDifusionWEB/detalleOferta.do?modo=inicio&id=032026006611&ret=B
032026005648,Менеджер отеля,Gobernante/a de hotel,Gobernante/a de hotel (ref: 5648),Aviles,Asturias,18/09/2026,2026-09-18,TH,Turismo y hostelería,https://www.sistemanacionalempleo.es/OfertaDifusionWEB/detalleOferta.do?modo=inicio&id=032026005648&ret=B
032026006503,Менеджеры по обучению,Gestores/as de formación,Gestores/as de formación (ref: 6503),Aviles,Asturias,04/09/2026,2026-09-04,DO,Docencia e investigación,https://www.sistemanacionalempleo.es/OfertaDifusionWEB/detalleOferta.do?modo=inicio&id=032026006503&ret=B
032026003675,Менеджеры по продажам (ИИ),Comerciales inteligencia artificial,Comerciales inteligencia artificial (ref : 3675),Aviles,Asturias,07/09/2026,2026-09-07,CC,Comercio,https://www.sistemanacionalempleo.es/OfertaDifusionWEB/detalleOferta.do?modo=inicio&id=032026003675&ret=B
032026006727,Младшая медсестра (санитар),Auxiliar de enfermería,Auxiliar de enfermería (ref: 6727),Aviles,Asturias,17/09/2026,2026-09-17,SA,Sanidad,https://www.sistemanacionalempleo.es/OfertaDifusionWEB/detalleOferta.do?modo=inicio&id=032026006727&ret=B
032026006489,Монтажники промышленных крыш,Montadores/as de cubiertas industriales,Montadores/as de cubiertas industriales (ref: 6489),Aviles,Asturias,03/09/2026,2026-09-03,MO,Montaje e instalación,https://www.sistemanacionalempleo.es/OfertaDifusionWEB/detalleOferta.do?modo=inicio&id=032026006489&ret=B
032026006113,Оператор сцены,Operario/a etap,Operario/a etap (ref: 6113),Aviles,Asturias,14/09/2026,2026-09-14,EO,Edificación y obras públicas,https://www.sistemanacionalempleo.es/OfertaDifusionWEB/detalleOferta.do?modo=inicio&id=032026006113&ret=B
032026000244,Отключенный оператор,Operario/a con discapacidad,Operario/a con discapacidad (ref: 244),Aviles,Asturias,04/08/2026,2026-08-04,MT,Industrias manufactureras diversas,https://www.sistemanacionalempleo.es/OfertaDifusionWEB/detalleOferta.do?modo=inicio&id=032026000244&ret=B
032026005063,Официант,Camarero /a,Camarero /a (ref: 5063),Aviles,Asturias,07/09/2026,2026-09-07,TH,Turismo y hostelería,https://www.sistemanacionalempleo.es/OfertaDifusionWEB/detalleOferta.do?modo=inicio&id=032026005063&ret=B
032026000251,Подмастерье пекаря - кондитера с ограниченными возможностями.,Oficial/a panadero - pastelero con discapacidad,Oficial/a panadero - pastelero con discapacidad (ref: 251),Aviles,Asturias,04/08/2026,2026-08-04,IA,Industrias alimentarias,https://www.sistemanacionalempleo.es/OfertaDifusionWEB/detalleOferta.do?modo=inicio&id=032026000251&ret=B
032026004287,Помощник администратора,Auxiliar administrativo/a,Auxiliar administrativo/a (ref: 4287),Aviles,Asturias,16/09/2026,2026-09-16,AO,Administración y oficinas,https://www.sistemanacionalempleo.es/OfertaDifusionWEB/detalleOferta.do?modo=inicio&id=032026004287&ret=B
032026006747,Помощник повара (кухни),Ayte. de cocina,Ayte. de cocina (ref: 6747),Aviles,Asturias,18/09/2026,2026-09-18,TH,Turismo y hostelería,https://www.sistemanacionalempleo.es/OfertaDifusionWEB/detalleOferta.do?modo=inicio&id=032026006747&ret=B
032026005303,Помощники по уходу на дому,Auxiliares de ayuda a domicilio,Auxiliares de ayuda a domicilio (ref: 5303),Aviles,Asturias,10/09/2026,2026-09-10,SP,Servicios a la comunidad y personales,https://www.sistemanacionalempleo.es/OfertaDifusionWEB/detalleOferta.do?modo=inicio&id=032026005303&ret=B
032026004977,Продавец коммерческого отдела,Vendedor/a departamento comercial,Vendedor/a departamento comercial (ref: 4977),Aviles,Asturias,16/09/2026,2026-09-16,CC,Comercio,https://www.sistemanacionalempleo.es/OfertaDifusionWEB/detalleOferta.do?modo=inicio&id=032026004977&ret=B
032026006566,Продавец-консультант по продаже одежды,Dependiente/a de comercio de ropa de vestir,Dependiente/a de comercio de ropa de vestir (ref: 6566 ),Aviles,Asturias,09/09/2026,2026-09-09,CC,Comercio,https://www.sistemanacionalempleo.es/OfertaDifusionWEB/detalleOferta.do?modo=inicio&id=032026006566&ret=B
032026006733,Промышленный очиститель,Limpiador/a industrial,Limpiador/a industrial ( ref. 6733 ),Aviles,Asturias,18/09/2026,2026-09-18,SP,Servicios a la comunidad y personales,https://www.sistemanacionalempleo.es/OfertaDifusionWEB/detalleOferta.do?modo=inicio&id=032026006733&ret=B
032026003734,Региональный торговый представитель,Delegado/a comercial de zona,Delegado/a comercial de zona (ref: 3734),Aviles,Asturias,07/09/2026,2026-09-07,CC,Comercio,https://www.sistemanacionalempleo.es/OfertaDifusionWEB/detalleOferta.do?modo=inicio&id=032026003734&ret=B
032026006371,Уборщик,Limpiador o limpiadora,Limpiador o limpiadora (ref: 6371),Aviles,Asturias,31/08/2026,2026-08-31,SP,Servicios a la comunidad y personales,https://www.sistemanacionalempleo.es/OfertaDifusionWEB/detalleOferta.do?modo=inicio&id=032026006371&ret=B
032026000248,коммерческий продавец с ограниченными возможностями,comercial-vendedor/a con discapacidad,5 puestos de comercial-vendedor/a con discapacidad. (ref. 248).,Aviles,Asturias,04/08/2026,2026-08-04,CC,Comercio,https://www.sistemanacionalempleo.es/OfertaDifusionWEB/detalleOferta.do?modo=inicio&id=032026000248&ret=B
032026005786,водитель грузовика,camionero/a,1 camionero/a (ref.5786),Belmonte de miranda,Asturias,11/09/2026,2026-09-11,AA,Agrario,https://www.sistemanacionalempleo.es/OfertaDifusionWEB/detalleOferta.do?modo=inicio&id=032026005786&ret=B
032026005782,шахтный механик,mecanico/a de mina,1 mecanico/a de mina (ref.5782),Belmonte de miranda,Asturias,11/09/2026,2026-09-11,MO,Montaje e instalación,https://www.sistemanacionalempleo.es/OfertaDifusionWEB/detalleOferta.do?modo=inicio&id=032026005782&ret=B
032026006139,шахтный электрик,electrico/a de mina,1 electrico/a de mina (ref.6139),Belmonte de miranda,Asturias,21/09/2026,2026-09-21,MR,Mantenimiento y reparación,https://www.sistemanacionalempleo.es/OfertaDifusionWEB/detalleOferta.do?modo=inicio&id=032026006139&ret=B
032026006607,Повар в доме престарелых,Cocinero/a para residencia,Cocinero/a para residencia (ref.6607),Cabrales,Asturias,11/09/2026,2026-09-11,TH,Turismo y hostelería,https://www.sistemanacionalempleo.es/OfertaDifusionWEB/detalleOferta.do?modo=inicio&id=032026006607&ret=B
032026006678,Психолог,Psicólogo/a,Psicólogo/a (ref:6678),Cabrales,Asturias,15/09/2026,2026-09-15,SP,Servicios a la comunidad y personales,https://www.sistemanacionalempleo.es/OfertaDifusionWEB/detalleOferta.do?modo=inicio&id=032026006678&ret=B
032026006612,Сиделка по уходу за пожилыми (герокультор),Gerocultor/a,Gerocultor/a (ref.6612),Cabrales,Asturias,11/09/2026,2026-09-11,SA,Sanidad,https://www.sistemanacionalempleo.es/OfertaDifusionWEB/detalleOferta.do?modo=inicio&id=032026006612&ret=B
032026006623,Уборщица столовой,Limpiador/a de comedor,Limpiador/a de comedor (ref.:6623),Cabrales,Asturias,14/09/2026,2026-09-14,SP,Servicios a la comunidad y personales,https://www.sistemanacionalempleo.es/OfertaDifusionWEB/detalleOferta.do?modo=inicio&id=032026006623&ret=B
032026006778,,Recepcionista de hotel 4*- front office,Recepcionista de hotel 4*- front office (ref.6778),Cabranes,Asturias,21/09/2026,2026-09-21,TH,Turismo y hostelería,https://www.sistemanacionalempleo.es/OfertaDifusionWEB/detalleOferta.do?modo=inicio&id=032026006778&ret=B
032026006641,Специалист-разнорабочий,Peón/a especialista,Peón/a especialista (ref.6641),Cabranes,Asturias,14/09/2026,2026-09-14,EO,Edificación y obras públicas,https://www.sistemanacionalempleo.es/OfertaDifusionWEB/detalleOferta.do?modo=inicio&id=032026006641&ret=B
032026006797,,integrador/a social,2 puestos de integrador/a social (ref. 6797),Cangas de onis,Asturias,22/09/2026,2026-09-22,SP,Servicios a la comunidad y personales,https://www.sistemanacionalempleo.es/OfertaDifusionWEB/detalleOferta.do?modo=inicio&id=032026006797&ret=B
032026005988,Медсестра / медбрат,Enfermero/a,Enfermero/a(ref:5988),Cangas de onis,Asturias,11/09/2026,2026-09-11,SA,Sanidad,https://www.sistemanacionalempleo.es/OfertaDifusionWEB/detalleOferta.do?modo=inicio&id=032026005988&ret=B
032026006717,Уборщица столовой,Limpiador/a de comedor,Limpiador/a de comedor (ref.:6717),Cangas de onis,Asturias,21/09/2026,2026-09-21,SP,Servicios a la comunidad y personales,https://www.sistemanacionalempleo.es/OfertaDifusionWEB/detalleOferta.do?modo=inicio&id=032026006717&ret=B
032026006756,,Empleado/a hogar,Empleado/a hogar (ref.: 6756),Cangas del narcea,Asturias,18/09/2026,2026-09-18,SP,Servicios a la comunidad y personales,https://www.sistemanacionalempleo.es/OfertaDifusionWEB/detalleOferta.do?modo=inicio&id=032026006756&ret=B
032026006532,Грузчик-комплектовщик склада,mozo/a de almacen,1 mozo/a de almacen (ref.6532 ),Cangas del narcea,Asturias,07/09/2026,2026-09-07,CC,Comercio,https://www.sistemanacionalempleo.es/OfertaDifusionWEB/detalleOferta.do?modo=inicio&id=032026006532&ret=B
032026006534,Курьер (развозчик),repartidor/a,1 repartidor/a ( ref. 6534 ),Cangas del narcea,Asturias,07/09/2026,2026-09-07,CC,Comercio,https://www.sistemanacionalempleo.es/OfertaDifusionWEB/detalleOferta.do?modo=inicio&id=032026006534&ret=B
032026005886,Официант,camarero/a,1 camarero/a (ref.5886),Cangas del narcea,Asturias,11/09/2026,2026-09-11,TH,Turismo y hostelería,https://www.sistemanacionalempleo.es/OfertaDifusionWEB/detalleOferta.do?modo=inicio&id=032026005886&ret=B
032026006550,Помощник администратора,auxiliar administrativo/a,1 auxiliar administrativo/a (ref.6550),Cangas del narcea,Asturias,09/09/2026,2026-09-09,AO,Administración y oficinas,https://www.sistemanacionalempleo.es/OfertaDifusionWEB/detalleOferta.do?modo=inicio&id=032026006550&ret=B
032026006553,Помощник воспитателя,Auxiliar educador/a,Auxiliar educador/a (ref.6553),Cangas del narcea,Asturias,09/09/2026,2026-09-09,SP,Servicios a la comunidad y personales,https://www.sistemanacionalempleo.es/OfertaDifusionWEB/detalleOferta.do?modo=inicio&id=032026006553&ret=B
032026004306,Рабочие-сигнальщики (дорожные),peones/as señalistas,2 peones/as señalistas (ref. 4306),Cangas del narcea,Asturias,31/08/2026,2026-08-31,EO,Edificación y obras públicas,https://www.sistemanacionalempleo.es/OfertaDifusionWEB/detalleOferta.do?modo=inicio&id=032026004306&ret=B
032026004910,Специалист по социокультурной анимации,Técnico/a en animación sociocultural,Técnico/a en animación sociocultural (ref.: 4910),Cangas del narcea,Asturias,31/08/2026,2026-08-31,SP,Servicios a la comunidad y personales,https://www.sistemanacionalempleo.es/OfertaDifusionWEB/detalleOferta.do?modo=inicio&id=032026004910&ret=B
032026005015,Стоматолог,odontologo/a,1 odontologo/a (ref. 5015),Cangas del narcea,Asturias,31/08/2026,2026-08-31,SA,Sanidad,https://www.sistemanacionalempleo.es/OfertaDifusionWEB/detalleOferta.do?modo=inicio&id=032026005015&ret=B
032026006531,Уборщик,limpiador/a,1 limpiador/a (ref.6531),Cangas del narcea,Asturias,07/09/2026,2026-09-07,SP,Servicios a la comunidad y personales,https://www.sistemanacionalempleo.es/OfertaDifusionWEB/detalleOferta.do?modo=inicio&id=032026006531&ret=B
032026006555,Уборщик,limpiador/a,1 limpiador/a (ref.6555),Cangas del narcea,Asturias,09/09/2026,2026-09-09,SP,Servicios a la comunidad y personales,https://www.sistemanacionalempleo.es/OfertaDifusionWEB/detalleOferta.do?modo=inicio&id=032026006555&ret=B
032026006494,механик,mecanico,1 mecanico (ref.6494),Cangas del narcea,Asturias,21/09/2026,2026-09-21,MR,Mantenimiento y reparación,https://www.sistemanacionalempleo.es/OfertaDifusionWEB/detalleOferta.do?modo=inicio&id=032026006494&ret=B
032026006039,первоклассные официальные каменщики,albañiles oficial de primera,2 albañiles oficial de primera (ref.6039),Cangas del narcea,Asturias,11/09/2026,2026-09-11,EO,Edificación y obras públicas,https://www.sistemanacionalempleo.es/OfertaDifusionWEB/detalleOferta.do?modo=inicio&id=032026006039&ret=B
032026006168,помощник по уборке кухни,auxiliar de limpieza de cocina,1 auxiliar de limpieza de cocina (ref. 6168),Cangas del narcea,Asturias,19/08/2026,2026-08-19,TH,Turismo y hostelería,https://www.sistemanacionalempleo.es/OfertaDifusionWEB/detalleOferta.do?modo=inicio&id=032026006168&ret=B
032026006036,строители,peones/as de obra,2 peones/as de obra (ref.6036 ),Cangas del narcea,Asturias,11/09/2026,2026-09-11,EO,Edificación y obras públicas,https://www.sistemanacionalempleo.es/OfertaDifusionWEB/detalleOferta.do?modo=inicio&id=032026006036&ret=B
032026006587,,conductor/a c+e,10 puestos de conductor/a c+e (ref. 6587),Carreño,Asturias,11/09/2026,2026-09-11,TC,Transportes y comunicaciones,https://www.sistemanacionalempleo.es/OfertaDifusionWEB/detalleOferta.do?modo=inicio&id=032026006587&ret=B
032026006763,,operario/a ensamblador/a,3 puestos de operario/a ensamblador/a (ref: 6763),Carreño,Asturias,18/09/2026,2026-09-18,MO,Montaje e instalación,https://www.sistemanacionalempleo.es/OfertaDifusionWEB/detalleOferta.do?modo=inicio&id=032026006763&ret=B
032026006092,Водитель автоцистерны с прицепом,Conductor/a de camión cisterna trailer,Conductor/a de camión cisterna trailer (ref: 6092),Carreño,Asturias,18/09/2026,2026-09-18,TC,Transportes y comunicaciones,https://www.sistemanacionalempleo.es/OfertaDifusionWEB/detalleOferta.do?modo=inicio&id=032026006092&ret=B
032026005624,Оператор по монтажу строительных лесов и/или изоляции,operario/a de montaje de andamios y/o aislamiento,20 puestos de operario/a de montaje de andamios y/o aislamiento (ref. 5624),Carreño,Asturias,09/09/2026,2026-09-09,EO,Edificación y obras públicas,https://www.sistemanacionalempleo.es/OfertaDifusionWEB/detalleOferta.do?modo=inicio&id=032026005624&ret=B
032026006652,Персонал по уборке,Personal de limpieza,Personal de limpieza (ref. 6652),Carreño,Asturias,15/09/2026,2026-09-15,SP,Servicios a la comunidad y personales,https://www.sistemanacionalempleo.es/OfertaDifusionWEB/detalleOferta.do?modo=inicio&id=032026006652&ret=B
032026006400,Уборщик в Кандасе,Limpiador/a en candás,Limpiador/a en candás (ref.: 6400),Carreño,Asturias,21/09/2026,2026-09-21,SP,Servicios a la comunidad y personales,https://www.sistemanacionalempleo.es/OfertaDifusionWEB/detalleOferta.do?modo=inicio&id=032026006400&ret=B
032026006658,регистратор,Recepcionista,Recepcionista (ref.: 6658),Caso,Asturias,15/09/2026,2026-09-15,TH,Turismo y hostelería,https://www.sistemanacionalempleo.es/OfertaDifusionWEB/detalleOferta.do?modo=inicio&id=032026006658&ret=B
032026006694,,Agente aeroportuario,Agente aeroportuario ( ref. 6694 ),Castrillon,Asturias,17/09/2026,2026-09-17,SP,Servicios a la comunidad y personales,https://www.sistemanacionalempleo.es/OfertaDifusionWEB/detalleOferta.do?modo=inicio&id=032026006694&ret=B
032026006791,,Operario/a de lavanderia,Operario/a de lavanderia (ref: 6791),Castrillon,Asturias,21/09/2026,2026-09-21,SP,Servicios a la comunidad y personales,https://www.sistemanacionalempleo.es/OfertaDifusionWEB/detalleOferta.do?modo=inicio&id=032026006791&ret=B
032026005687,«модифицированный» очиститель,"limpiador/a ""modificada""","3 puestos de limpiador/a (ref.5687) ""modificada""",Castrillon,Asturias,16/09/2026,2026-09-16,SP,Servicios a la comunidad y personales,https://www.sistemanacionalempleo.es/OfertaDifusionWEB/detalleOferta.do?modo=inicio&id=032026005687&ret=B
032026005060,Водитель такси,Conductor/a de taxi,Conductor/a de taxi ( ref. 5060 ),Castrillon,Asturias,06/08/2026,2026-08-06,TC,Transportes y comunicaciones,https://www.sistemanacionalempleo.es/OfertaDifusionWEB/detalleOferta.do?modo=inicio&id=032026005060&ret=B
032026005845,Водитель экскаватора,Conductor/a de retroexcavadora,Conductor/a de retroexcavadora ( ref. 5845 ),Castrillon,Asturias,04/08/2026,2026-08-04,EO,Edificación y obras públicas,https://www.sistemanacionalempleo.es/OfertaDifusionWEB/detalleOferta.do?modo=inicio&id=032026005845&ret=B
032026004191,Домашний работник (стажер),Empleado/a de hogar ( interno/a ),Empleado/a de hogar ( interno/a ) ( ref. 4191 ),Castrillon,Asturias,13/08/2026,2026-08-13,SP,Servicios a la comunidad y personales,https://www.sistemanacionalempleo.es/OfertaDifusionWEB/detalleOferta.do?modo=inicio&id=032026004191&ret=B
032026006403,Консьерж / вахтёр,Conserje,Conserje ( ref. 6403 ),Castrillon,Asturias,01/09/2026,2026-09-01,SP,Servicios a la comunidad y personales,https://www.sistemanacionalempleo.es/OfertaDifusionWEB/detalleOferta.do?modo=inicio&id=032026006403&ret=B
032026004815,Механик-специалист по смазке,Oficial mecánico/a de lubricación,Oficial mecánico/a de lubricación (ref.:4815),Castrillon,Asturias,25/08/2026,2026-08-25,MR,Mantenimiento y reparación,https://www.sistemanacionalempleo.es/OfertaDifusionWEB/detalleOferta.do?modo=inicio&id=032026004815&ret=B
032026006406,Повар,Cocinero/a,Cocinero/a (ref: 6406),Castrillon,Asturias,11/09/2026,2026-09-11,TH,Turismo y hostelería,https://www.sistemanacionalempleo.es/OfertaDifusionWEB/detalleOferta.do?modo=inicio&id=032026006406&ret=B
032026005985,Сиделка по уходу за пожилыми (герокультор),Gerocultor/a,Gerocultor/a (ref.5985),Castrillon,Asturias,31/08/2026,2026-08-31,SA,Sanidad,https://www.sistemanacionalempleo.es/OfertaDifusionWEB/detalleOferta.do?modo=inicio&id=032026005985&ret=B
032026006477,Сиделка по уходу за пожилыми (герокультор),Gerocultor/a,Gerocultor/a (ref: 6477),Castrillon,Asturias,03/09/2026,2026-09-03,SA,Sanidad,https://www.sistemanacionalempleo.es/OfertaDifusionWEB/detalleOferta.do?modo=inicio&id=032026006477&ret=B
032026006396,Уборщик,Limpiador/a,Limpiador/a ( ref. 6396 ),Castrillon,Asturias,31/08/2026,2026-08-31,SP,Servicios a la comunidad y personales,https://www.sistemanacionalempleo.es/OfertaDifusionWEB/detalleOferta.do?modo=inicio&id=032026006396&ret=B
032026006390,инструктор танцев,Monitor/a de baile,Monitor/a de baile (ref.: 6390),Castrillon,Asturias,31/08/2026,2026-08-31,SP,Servicios a la comunidad y personales,https://www.sistemanacionalempleo.es/OfertaDifusionWEB/detalleOferta.do?modo=inicio&id=032026006390&ret=B
032026006520,преподаватель английского языка,Monitor/a de inglés,Monitor/a de inglés (ref.: 6520),Castrillon,Asturias,16/09/2026,2026-09-16,DO,Docencia e investigación,https://www.sistemanacionalempleo.es/OfertaDifusionWEB/detalleOferta.do?modo=inicio&id=032026006520&ret=B
032026006633,Официант,Camarero/a,Camarero/a (ref.: 6633),Castropol,Asturias,14/09/2026,2026-09-14,TH,Turismo y hostelería,https://www.sistemanacionalempleo.es/OfertaDifusionWEB/detalleOferta.do?modo=inicio&id=032026006633&ret=B
032026006376,Полуавтоматический сварочный аппарат,Soldador/a de semiautomática,Soldador/a de semiautomática (ref: 6376),Castropol,Asturias,31/08/2026,2026-08-31,IP,Industria pesada y construcciones metálicas,https://www.sistemanacionalempleo.es/OfertaDifusionWEB/detalleOferta.do?modo=inicio&id=032026006376&ret=B
032026006447,Помощник администратора,Auxiliar administrativo/a,Auxiliar administrativo/a (ref : 6447),Castropol,Asturias,02/09/2026,2026-09-02,AO,Administración y oficinas,https://www.sistemanacionalempleo.es/OfertaDifusionWEB/detalleOferta.do?modo=inicio&id=032026006447&ret=B
032026004806,Бригадир (руководитель бригады),Jefe de equipo,Jefe de equipo (ref.4806),Coaña,Asturias,24/08/2026,2026-08-24,EO,Edificación y obras públicas,https://www.sistemanacionalempleo.es/OfertaDifusionWEB/detalleOferta.do?modo=inicio&id=032026004806&ret=B
032026005926,Повар,Cocinero/a,Cocinero/a (ref. 5926),Coaña,Asturias,27/08/2026,2026-08-27,TH,Turismo y hostelería,https://www.sistemanacionalempleo.es/OfertaDifusionWEB/detalleOferta.do?modo=inicio&id=032026005926&ret=B
032026005924,Психолог,Psicólogo/a,Psicólogo/a (ref.:5924),Coaña,Asturias,17/09/2026,2026-09-17,SA,Sanidad,https://www.sistemanacionalempleo.es/OfertaDifusionWEB/detalleOferta.do?modo=inicio&id=032026005924&ret=B
